image_number,evaluation_1,evaluation_2_1,evaluation_2_2,evaluation_2_3,evaluation_3,evaluation_4,evaluation_5,evaluation_6
1,169,0.757396449704142,0.7810650887573964,0.6094674556213018,28.2742977142334,0.8579881656804734,0.9655172413793104,0.9230769230769231
2,161,0.7701863354037267,0.7888198757763976,0.6335403726708074,29.93631362915039,0.9192546583850931,0.7905405405405406,0.9316770186335404
3,160,0.80625,0.84375,0.6625,24.31797981262207,0.91875,0.9863945578231292,0.925
4,161,0.8198757763975155,0.7701863354037267,0.639751552795031,23.791074752807617,0.9192546583850931,0.9594594594594594,0.9316770186335404
5,162,0.808641975308642,0.8024691358024691,0.6234567901234568,39.461374282836914,0.9135802469135802,0.9797297297297297,0.9259259259259259
6,158,0.8037974683544303,0.810126582278481,0.6835443037974683,22.867679595947266,0.9493670886075949,0.92,0.9683544303797469
7,167,0.7904191616766467,0.7844311377245509,0.6347305389221557,29.814720153808594,0.8922155688622755,0.959731543624161,0.9101796407185628
8,170,0.788235294117647,0.7823529411764706,0.611764705882353,43.074846267700195,0.9117647058823529,0.9612903225806452,0.9117647058823529
9,166,0.7831325301204819,0.8012048192771084,0.6325301204819277,24.801254272460938,0.9036144578313253,0.9666666666666667,0.9518072289156626
10,165,0.7636363636363637,0.7636363636363637,0.6181818181818182,24.011850357055664,0.9151515151515152,0.9801324503311258,0.9515151515151515
11,164,0.7926829268292683,0.7865853658536586,0.6463414634146342,38.94495964050293,0.9024390243902439,0.972972972972973,0.9329268292682927
12,167,0.8203592814371258,0.7844311377245509,0.6347305389221557,41.74923896789551,0.8922155688622755,0.9731543624161074,0.9041916167664671
13,161,0.782608695652174,0.8198757763975155,0.6459627329192547,38.54250907897949,0.9254658385093167,0.9731543624161074,0.937888198757764
14,164,0.8048780487804879,0.7804878048780488,0.6341463414634146,26.275634765625,0.9146341463414634,0.9733333333333334,0.9512195121951219
15,156,0.8012820512820513,0.7628205128205128,0.6474358974358975,40.6644344329834,0.9230769230769231,0.9513888888888888,0.9487179487179487
16,155,0.8193548387096774,0.8258064516129032,0.6516129032258065,24.280548095703125,0.9096774193548387,0.9645390070921985,0.9290322580645162
17,154,0.7922077922077922,0.8701298701298701,0.6623376623376623,26.702165603637695,0.922077922077922,0.9577464788732394,0.9545454545454546
